行號,科目,科目_2,性別,類別,報考人數,出席人數,中文作答%,表現 - 5**,表現 - 5*+,表現 - 5+,表現 - 4+,表現 - 3+,表現 - 2+,表現 - 1+,表現 - U
38,中國文學,,男生,百分比,,,-,0.7%,2.3%,9.4%,28.7%,59.6%,81.8%,93.5%,6.5%
39,中國文學,,女生,人數,1159,1119,,20,74,172,423,776,1000,1093,26
40,中國文學,,女生,百分比,,,-,1.8%,6.6%,15.4%,37.8%,69.3%,89.4%,97.7%,2.3%
41,中國文學,,總數,人數,1492,1426,,22,81,201,511,959,1251,1380,46
42,中國文學,,總數,百分比,,,-,1.5%,5.7%,14.1%,35.8%,67.3%,87.7%,96.8%,3.2%
43,設計與應用科技,,男生,人數,378,355,,1,5,14,46,111,254,307,48
44,設計與應用科技,,男生,百分比,,,94.1,0.3%,1.4%,3.9%,13.0%,31.3%,71.5%,86.5%,13.5%
45,設計與應用科技,,女生,人數,178,168,,2,3,7,24,48,122,146,22
46,設計與應用科技,,女生,百分比,,,92.9,1.2%,1.8%,4.2%,14.3%,28.6%,72.6%,86.9%,13.1%
47,設計與應用科技,,總數,人數,556,523,,3,8,21,70,159,376,453,70
48,設計與應用科技,,總數,百分比,,,93.7,0.6%,1.5%,4.0%,13.4%,30.4%,71.9%,86.6%,13.4%
49,經濟,,男生,人數,6453,6021,,124,480,1180,2779,4113,5219,5664,357
50,經濟,,男生,百分比,,,48.7,2.1%,8.0%,19.6%,46.2%,68.3%,86.7%,94.1%,5.9%
51,經濟,,女生,人數,6799,6529,,93,387,1021,2793,4367,5635,6206,323
52,經濟,,女生,百分比,,,39.2,1.4%,5.9%,15.6%,42.8%,66.9%,86.3%,95.1%,4.9%
53,經濟,,總數,人數,13252,12550,,217,867,2201,5572,8480,10854,11870,680
54,經濟,,總數,百分比,,,43.8,1.7%,6.9%,17.5%,44.4%,67.6%,86.5%,94.6%,5.4%
55,英國語文,,男生,人數,24284,23388,,180,778,1986,5931,12269,18476,21253,2135
56,英國語文,,男生,百分比,,,-,0.8%,3.3%,8.5%,25.4%,52.5%,79.0%,90.9%,9.1%
57,英國語文,,女生,人數,22869,22295,,248,976,2422,6546,12707,18637,21021,1274
58,英國語文,,女生,百分比,,,-,1.1%,4.4%,10.9%,29.4%,57.0%,83.6%,94.3%,5.7%
59,英國語文,,總數,人數,47153,45683,,428,1754,4408,12477,24976,37113,42274,3409
60,英國語文,,總數,百分比,,,-,0.9%,3.8%,9.6%,27.3%,54.7%,81.2%,92.5%,7.5%
61,倫理與宗教,,男生,人數,406,336,,2,5,22,67,187,283,313,23
62,倫理與宗教,,男生,百分比,,,95.5,0.6%,1.5%,6.5%,19.9%,55.7%,84.2%,93.2%,6.8%
63,倫理與宗教,,女生,人數,493,448,,3,17,32,146,336,418,437,11
64,倫理與宗教,,女生,百分比,,,94.9,0.7%,3.8%,7.1%,32.6%,75.0%,93.3%,97.5%,2.5%
65,倫理與宗教,,總數,人數,899,784,,5,22,54,213,523,701,750,34
66,倫理與宗教,,總數,百分比,,,95.2,0.6%,2.8%,6.9%,27.2%,66.7%,89.4%,95.7%,4.3%
67,地理,,男生,人數,3910,3686,,43,162,408,1246,2280,3273,3562,124
68,地理,,男生,百分比,,,64.0,1.2%,4.4%,11.1%,33.8%,61.9%,88.8%,96.6%,3.4%
69,地理,,女生,人數,4276,4112,,50,228,526,1604,2765,3693,3993,119
70,地理,,女生,百分比,,,54.1,1.2%,5.5%,12.8%,39.0%,67.2%,89.8%,97.1%,2.9%
71,地理,,總數,人數,8186,7798,,93,390,934,2850,5045,6966,7555,243
72,地理,,總數,百分比,,,58.8,1.2%,5.0%,12.0%,36.5%,64.7%,89.3%,96.9%,3.1%
73,健康管理與社會關懷,,男生,人數,517,464,,4,6,15,60,186,362,424,40
74,健康管理與社會關懷,,男生,百分比,,,99.4,0.9%,1.3%,3.2%,12.9%,40.1%,78.0%,91.4%,8.6%
75,健康管理與社會關懷,,女生,人數,747,701,,4,15,35,153,388,619,674,27
76,健康管理與社會關懷,,女生,百分比,,,96.1,0.6%,2.1%,5.0%,21.8%,55.3%,88.3%,96.1%,3.9%
77,健康管理與社會關懷,,總數,人數,1264,1165,,8,21,50,213,574,981,1098,67
78,健康管理與社會關懷,,總數,百分比,,,97.4,0.7%,1.8%,4.3%,18.3%,49.3%,84.2%,94.2%,5.8%
79,歷史,,男生,人數,2431,2271,,32,132,309,986,1660,2115,2221,50
80,歷史,,男生,百分比,,,69.1,1.4%,5.8%,13.6%,43.4%,73.1%,93.1%,97.8%,2.2%
81,歷史,,女生,人數,2825,2696,,40,167,387,1253,2043,2565,2667,29
82,歷史,,女生,百分比,,,57.5,1.5%,6.2%,14.4%,46.5%,75.8%,95.1%,98.9%,1.1%
83,歷史,,總數,人數,5256,4967,,72,299,696,2239,3703,4680,4888,79
84,歷史,,總數,百分比,,,62.8,1.4%,6.0%,14.0%,45.1%,74.6%,94.2%,98.4%,1.6%
85,資訊及通訊科技,,男生,人數,4899,4644,,68,259,639,1560,2751,3987,4394,250
86,資訊及通訊科技,,男生,百分比,,,59.3,1.5%,5.6%,13.8%,33.6%,59.2%,85.9%,94.6%,5.4%
87,資訊及通訊科技,,女生,人數,1404,1344,,11,52,125,405,757,1133,1281,63
88,資訊及通訊科技,,女生,百分比,,,44.3,0.8%,3.9%,9.3%,30.1%,56.3%,84.3%,95.3%,4.7%
89,資訊及通訊科技,,總數,人數,6303,5988,,79,311,764,1965,3508,5120,5675,313
90,資訊及通訊科技,,總數,百分比,,,55.9,1.3%,5.2%,12.8%,32.8%,58.6%,85.5%,94.8%,5.2%
91,英語文學,,男生,人數,22,19,,0,0,1,4,11,13,16,3
92,英語文學,,男生,百分比,,,-,0.0%,0.0%,5.3%,21.1%,57.9%,68.4%,84.2%,15.8%
93,英語文學,,女生,人數,194,190,,5,21,48,108,160,179,184,6
94,英語文學,,女生,百分比,,,-,2.6%,11.1%,25.3%,56.8%,84.2%,94.2%,96.8%,3.2%
95,英語文學,,總數,人數,216,209,,5,21,49,112,171,192,200,9
96,英語文學,,總數,百分比,,,-,2.4%,10.0%,23.4%,53.6%,81.8%,91.9%,95.7%,4.3%
97,數學,必修部分,男生,人數,24485,23300,,591,2032,4509,9784,14122,19248,21366,1934
98,數學,必修部分,男生,百分比,,,44.2,2.5%,8.7%,19.4%,42.0%,60.6%,82.6%,91.7%,8.3%
99,數學,必修部分,女生,人數,22461,21674,,150,865,2685,7829,12439,17865,20019,1655
100,數學,必修部分,女生,百分比,,,37.2,0.7%,4.0%,12.4%,36.1%,57.4%,82.4%,92.4%,7.6%
101,數學,必修部分,總數,人數,46946,44974,,741,2897,7194,17613,26561,37113,41385,3589
102,數學,必修部分,總數,百分比,,,40.8,1.6%,6.4%,16.0%,39.2%,59.1%,82.5%,92.0%,8.0%
103,數學,延伸部分 (微積分與統計),男生,人數,1758,1596,,69,232,499,828,1127,1378,1505,91
104,數學,延伸部分 (微積分與統計),男生,百分比,,,26.4,4.3%,14.5%,31.3%,51.9%,70.6%,86.3%,94.3%,5.7%
105,數學,延伸部分 (微積分與統計),女生,人數,1365,1260,,34,144,354,641,882,1094,1184,76
106,數學,延伸部分 (微積分與統計),女生,百分比,,,19.4,2.7%,11.4%,28.1%,50.9%,70.0%,86.8%,94.0%,6.0%
107,數學,延伸部分 (微積分與統計),總數,人數,3123,2856,,103,376,853,1469,2009,2472,2689,167
108,數學,延伸部分 (微積分與統計),總數,百分比,,,23.3,3.6%,13.2%,29.9%,51.4%,70.3%,86.6%,94.2%,5.8%
109,數學,延伸部分 (代數與微積分),男生,人數,4300,3910,,212,711,1602,2405,3203,3654,3832,78
110,數學,延伸部分 (代數與微積分),男生,百分比,,,18.0,5.4%,18.2%,41.0%,61.5%,81.9%,93.5%,98.0%,2.0%
111,數學,延伸部分 (代數與微積分),女生,人數,1770,1613,,23,121,434,801,1194,1445,1568,45
112,數學,延伸部分 (代數與微積分),女生,百分比,,,19.3,1.4%,7.5%,26.9%,49.7%,74.0%,89.6%,97.2%,2.8%
113,數學,延伸部分 (代數與微積分),總數,人數,6070,5523,,235,832,2036,3206,4397,5099,5400,123
114,數學,延伸部分 (代數與微積分),總數,百分比,,,18.4,4.3%,15.1%,36.9%,58.0%,79.6%,92.3%,97.8%,2.2%
115,音樂,,男生,人數,80,78,,3,13,30,49,63,76,77,1
116,音樂,,男生,百分比,,,6.4,3.8%,16.7%,38.5%,62.8%,80.8%,97.4%,98.7%,1.3%
117,音樂,,女生,人數,86,83,,1,4,12,41,71,81,82,1
118,音樂,,女生,百分比,,,7.2,1.2%,4.8%,14.5%,49.4%,85.5%,97.6%,98.8%,1.2%
119,音樂,,總數,人數,166,161,,4,17,42,90,134,157,159,2
120,音樂,,總數,百分比,,,6.8,2.5%,10.6%,26.1%,55.9%,83.2%,97.5%,98.8%,1.2%
121,體育,,男生,人數,956,922,,3,11,25,117,360,670,815,107
122,體育,,男生,百分比,,,91.6,0.3%,1.2%,2.7%,12.7%,39.0%,72.7%,88.4%,11.6%
123,體育,,女生,人數,295,290,,2,6,17,60,150,224,272,18
124,體育,,女生,百分比,,,81.0,0.7%,2.1%,5.9%,20.7%,51.7%,77.2%,93.8%,6.2%
125,體育,,總數,人數,1251,1212,,5,17,42,177,510,894,1087,125
126,體育,,總數,百分比,,,89.1,0.4%,1.4%,3.5%,14.6%,42.1%,73.8%,89.7%,10.3%
127,物理,,男生,人數,7928,7439,,268,945,2275,3845,5566,6728,7272,167
128,物理,,男生,百分比,,,33.9,3.6%,12.7%,30.6%,51.7%,74.8%,90.4%,97.8%,2.2%
129,物理,,女生,人數,3204,2993,,50,245,669,1301,2046,2655,2914,79
130,物理,,女生,百分比,,,27.1,1.7%,8.2%,22.4%,43.5%,68.4%,88.7%,97.4%,2.6%
131,物理,,總數,人數,11132,10432,,318,1190,2944,5146,7612,9383,10186,246
132,物理,,總數,百分比,,,31.9,3.0%,11.4%,28.2%,49.3%,73.0%,89.9%,97.6%,2.4%
133,科技與生活,食品科學與科技,男生,人數,45,38,,0,0,0,0,3,20,30,8
134,科技與生活,食品科學與科技,男生,百分比,,,100.0,0.0%,0.0%,0.0%,0.0%,7.9%,52.6%,78.9%,21.1%
135,科技與生活,食品科學與科技,女生,人數,87,80,,1,4,7,21,50,70,76,4
136,科技與生活,食品科學與科技,女生,百分比,,,63.8,1.3%,5.0%,8.8%,26.3%,62.5%,87.5%,95.0%,5.0%
137,科技與生活,食品科學與科技,總數,人數,132,118,,1,4,7,21,53,90,106,12
138,科技與生活,食品科學與科技,總數,百分比,,,75.4,0.8%,3.4%,5.9%,17.8%,44.9%,76.3%,89.8%,10.2%
139,科技與生活,服裝、成衣與紡織,男生,人數,13,10,,0,0,0,0,0,5,9,1
140,科技與生活,服裝、成衣與紡織,男生,百分比,,,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,90.0%,10.0%
141,科技與生活,服裝、成衣與紡織,女生,人數,42,41,,2,2,5,12,25,34,40,1
142,科技與生活,服裝、成衣與紡織,女生,百分比,,,75.6,4.9%,4.9%,12.2%,29.3%,61.0%,82.9%,97.6%,2.4%
143,科技與生活,服裝、成衣與紡織,總數,人數,55,51,,2,2,5,12,25,39,49,2
144,科技與生活,服裝、成衣與紡織,總數,百分比,,,80.4,3.9%,3.9%,9.8%,23.5%,49.0%,76.5%,96.1%,3.9%
145,旅遊與款待,,男生,人數,1798,1620,,11,27,55,191,524,1168,1433,187
146,旅遊與款待,,男生,百分比,,,90.1,0.7%,1.7%,3.4%,11.8%,32.3%,72.1%,88.5%,11.5%
147,旅遊與款待,,女生,人數,2319,2163,,12,56,148,443,962,1731,2044,119
148,旅遊與款待,,女生,百分比,,,87.0,0.6%,2.6%,6.8%,20.5%,44.5%,80.0%,94.5%,5.5%
149,旅遊與款待,,總數,人數,4117,3783,,23,83,203,634,1486,2899,3477,306
150,旅遊與款待,,總數,百分比,,,88.3,0.6%,2.2%,5.4%,16.8%,39.3%,76.6%,91.9%,8.1%
151,視覺藝術,,男生,人數,958,889,,2,7,21,120,342,662,818,71
152,視覺藝術,,男生,百分比,,,85.5,0.2%,0.8%,2.4%,13.5%,38.5%,74.5%,92.0%,8.0%
153,視覺藝術,,女生,人數,2820,2738,,24,92,226,753,1570,2452,2658,80
154,視覺藝術,,女生,百分比,,,84.6,0.9%,3.4%,8.3%,27.5%,57.3%,89.6%,97.1%,2.9%
155,視覺藝術,,總數,人數,3778,3627,,26,99,247,873,1912,3114,3476,151
156,視覺藝術,,總數,百分比,,,84.8,0.7%,2.7%,6.8%,24.1%,52.7%,85.9%,95.8%,4.2%
157,所有甲類學科#（不包括公民與社會發展）,,男生,人數,124344,118167,,2047,7288,17309,41312,71547,100244,111085,7082
158,所有甲類學科#（不包括公民與社會發展）,,男生,百分比,,,48.5,1.7%,6.2%,14.6%,35.0%,60.5%,84.8%,94.0%,6.0%
159,所有甲類學科#（不包括公民與社會發展）,,女生,人數,116984,112650,,1461,6198,15705,42064,72734,98750,107800,4850
160,所有甲類學科#（不包括公民與社會發展）,,女生,百分比,,,43.7,1.3%,5.5%,13.9%,37.3%,64.6%,87.7%,95.7%,4.3%
161,所有甲類學科#（不包括公民與社會發展）,,總數,人數,241328,230817,,3508,13486,33014,83376,144281,198994,218885,11932
162,所有甲類學科#（不包括公民與社會發展）,,總數,百分比,,,46.2,1.5%,5.8%,14.3%,36.1%,62.5%,86.2%,94.8%,5.2%
